TAGNAME,TIME,SUNANGLE,VALUE,Latitude,Longitude,Temp 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,Location,Date,Time,Date.1,Timestamp,Year,hours
ML1 Status,23-06-2023 17:24,26.42943919,0,50.184,-4.268,15.87356402,11.50138622,102121.9529,0,201.3015681,163.2291548,109.9718484,Eddystone,23-06-2023 00:00,17:24:26,23-06-2023,00:00:00,2023,17.40722222
ML1 Status,23-06-2023 16:51,32.23369125,1,50.535,-5.034,14.19261617,10.27776593,102014.3385,0,112.5084969,98.04606806,57.20859722,Trevose,23-06-2023 00:00,16:51:10,23-06-2023,00:00:00,2023,16.85277778
Main Optic,23-06-2023 04:58,10.54367252,0,58.672,-3.377,12.28554332,10.67886537,101434.0841,0.00017969,89.46623467,89.46623467,0,Dunnet_Head,23-06-2023 00:00,04:58:24,23-06-2023,00:00:00,2023,4.973333333
Main Status,23-06-2023 04:44,3.527549593,0,50.235,-5.401,12.71741806,10.21470713,102205.4849,0,216.2522333,60.52332,515.86652,Godrevy,23-06-2023 00:00,04:44:00,23-06-2023,00:00:00,2023,4.733333333
ML1 Status,23-06-2023 04:05,-1.125742387,0,49.935,-5.801,14.00266565,10.94587228,102471.7623,0,16.5879645,13.0608995,22.464516,WolfRock,23-06-2023 00:00,04:05:06,23-06-2023,00:00:00,2023,4.085
ML1 Status,23-06-2023 04:03,-0.058863231,0,51.2,-4.202,12.76406873,9.430855363,102022.1792,0,26.58218756,17.00473911,75.62107464,BullPointPost,23-06-2023 00:00,04:03:23,23-06-2023,00:00:00,2023,4.056388889
ML1 Status,23-06-2023 04:00,-1.762438214,0,49.868,-6.435,13.98349773,10.81898237,102572.5488,0,8.084201667,7.960127778,1.591177222,BishopRock,23-06-2023 00:00,04:00:20,23-06-2023,00:00:00,2023,4.005555556
Light,23-06-2023 03:53,3.633921039,0,59.086,-4.407,11.54747837,10.93391374,101768.2164,5.75176E-05,24.9714195,24.9714195,0,Sule_Skerry,23-06-2023 00:00,03:53:22,23-06-2023,00:00:00,2023,3.889444444
Optic Main,23-06-2023 03:52,4.498144447,0,59.39,-2.382,11.40670976,9.633197743,101760.5767,9.13945E-05,36.20722569,36.20722569,0,North_Ronaldsay,23-06-2023 00:00,03:52:31,23-06-2023,00:00:00,2023,3.875277778
ML1 Status,23-06-2023 03:51,-2.01391991,0,49.961,-5.203,12.68705248,9.813449511,102308.4101,0,94.48339186,39.81441811,302.8212703,Lizard,23-06-2023 00:00,03:51:47,23-06-2023,00:00:00,2023,3.863055556
Optic Main,23-06-2023 03:48,4.806949679,0,59.854,-1.276,11.42897246,9.36710722,101715.4141,5.37211E-05,27.25736056,27.02659661,2.050243611,Sumburgh_Head,23-06-2023 00:00,03:48:14,23-06-2023,00:00:00,2023,3.803888889
ML1 Status,23-06-2023 03:47,-2.003231731,0,50.535,-5.034,11.41988636,9.098777367,102026.658,0,91.67354375,40.14662292,271.3036879,Trevose,23-06-2023 00:00,03:47:45,23-06-2023,00:00:00,2023,3.795833333
Light,23-06-2023 03:40,2.852567248,0,58.85,-3.014,11.25716026,9.423663042,101632.3954,8.17076E-05,34.448968,34.25956,2.148224,Flotta_Grinds_Buoy,23-06-2023 00:00,03:40:48,23-06-2023,00:00:00,2023,3.68
Main Optic,23-06-2023 03:37,4.568313542,0,60.741,-0.795,11.5089166,9.797082851,101616.6541,0.000110121,26.74289542,26.74289542,0,Balta_Sound,23-06-2023 00:00,03:37:15,23-06-2023,00:00:00,2023,3.620833333
Main optic,23-06-2023 02:58,0.863823362,0,59.998,-1.159,11.43090746,9.355162793,101665.3242,3.85706E-06,44.67755933,44.67755933,0,Mousa,23-06-2023 00:00,02:58:16,23-06-2023,00:00:00,2023,2.971111111
Light,23-06-2023 02:22,-2.518349443,0,59.122,-5.816,11.54117644,11.01512593,101703.7112,3.32448E-05,2.007147278,2.007147278,0,North_Rona,23-06-2023 00:00,02:22:46,23-06-2023,00:00:00,2023,2.379444444
Light,22-06-2023 22:22,-2.269431523,1,59.122,-5.816,11.64314396,10.61324877,101687.686,0.000160892,0,0,0,North_Rona,22-06-2023 00:00,22:22:47,22-06-2023,00:00:00,2023,22.37972222
Optic Main,22-06-2023 21:52,-1.393035544,1,59.39,-2.382,11.0566926,8.732242548,101878.9435,3.00919E-06,0,0,0,North_Ronaldsay,22-06-2023 00:00,21:52:46,22-06-2023,00:00:00,2023,21.87944444
Main optic,22-06-2023 21:52,-1.223016874,1,59.998,-1.159,10.84731291,7.604759611,101809.8864,0,0,0,0,Mousa,22-06-2023 00:00,21:52:09,22-06-2023,00:00:00,2023,21.86916667
Optic Main,22-06-2023 21:36,-0.495034982,1,59.854,-1.276,10.84517664,7.624247222,101876.8523,0,0,0,0,Sumburgh_Head,22-06-2023 00:00,21:36:12,22-06-2023,00:00:00,2023,21.60333333
Light,22-06-2023 21:34,-0.656471839,1,58.85,-3.014,11.24812283,8.726488439,101718.456,2.73997E-07,0,0,0,Flotta_Grinds_Buoy,22-06-2023 00:00,21:34:48,22-06-2023,00:00:00,2023,21.58
Main Optic,22-06-2023 21:31,0.259456235,1,60.741,-0.795,11.02208448,7.767444314,101784.5374,1.61633E-05,0,0,0,Balta_Sound,22-06-2023 00:00,21:31:28,22-06-2023,00:00:00,2023,21.52444444
Light,22-06-2023 21:05,1.978595025,1,59.086,-4.407,11.16610351,8.665716342,101867.7517,0.000566878,1.130545778,1.130545778,0,Sule_Skerry,22-06-2023 00:00,21:05:22,22-06-2023,00:00:00,2023,21.08944444
Main Optic,22-06-2023 20:58,1.889077712,1,58.672,-3.377,11.93740707,8.406571961,101503.4891,3.14067E-06,0.004641083,0.004641083,0,Dunnet_Head,22-06-2023 00:00,20:58:59,22-06-2023,00:00:00,2023,20.98305556
ML1 Status,22-06-2023 20:57,-1.885835933,1,49.868,-6.435,14.0854304,10.33695434,102623.8438,0,0,0,0,BishopRock,22-06-2023 00:00,20:57:04,22-06-2023,00:00:00,2023,20.95111111
ML1 Status,22-06-2023 20:54,-1.827502489,1,50.535,-5.034,12.96986895,9.825145416,102045.1986,0,0,0,0,Trevose,22-06-2023 00:00,20:54:40,22-06-2023,00:00:00,2023,20.91111111
ML1 Status,22-06-2023 20:49,-1.671899788,1,49.961,-5.203,13.72464263,9.877061879,102313.0305,0,0,0,0,Lizard,22-06-2023 00:00,20:49:57,22-06-2023,00:00:00,2023,20.8325
ML1 Status,22-06-2023 20:45,-1.14769184,1,49.935,-5.801,14.00854232,10.76812075,102508.6431,0,0,0,0,WolfRock,22-06-2023 00:00,20:45:57,22-06-2023,00:00:00,2023,20.76583333
ML1 Status,22-06-2023 20:15,2.041899353,1,51.2,-4.202,14.55693687,10.45087368,101954.4027,0,2.718688,2.718688,0,BullPointPost,22-06-2023 00:00,20:15:12,22-06-2023,00:00:00,2023,20.25333333
Main Status,22-06-2023 20:05,3.347706871,1,50.235,-5.401,13.85855003,9.73152548,102124.3757,0,4.431808333,4.357466667,1.170033333,Godrevy,22-06-2023 00:00,20:05:00,22-06-2023,00:00:00,2023,20.08333333
Main Status,22-06-2023 04:56,5.132318974,0,50.235,-5.401,13.12929931,9.958108809,101729.5662,2.06846E-06,243.6204467,64.74124667,558.58122,Godrevy,22-06-2023 00:00,04:56:00,22-06-2023,00:00:00,2023,4.933333333
ML1 Status,22-06-2023 04:23,0.747162824,0,49.935,-5.801,14.20933765,11.28041228,101939.0219,1.13927E-05,29.55495167,27.70993633,8.249632417,WolfRock,22-06-2023 00:00,04:23:39,22-06-2023,00:00:00,2023,4.394166667
ML1 Status,22-06-2023 04:17,0.394351084,0,49.961,-5.203,13.38081246,10.5548613,101757.1918,0,32.40550733,21.80136533,50.42899925,Lizard,22-06-2023 00:00,04:17:57,22-06-2023,00:00:00,2023,4.299166667
ML1 Status,22-06-2023 04:09,0.581308062,0,51.2,-4.202,12.29600701,7.707633804,101625.7826,1.76011E-06,36.97827633,20.21901467,107.4002437,BullPointPost,22-06-2023 00:00,04:09:24,22-06-2023,00:00:00,2023,4.156666667
ML1 Status,22-06-2023 04:07,-1.110910311,0,49.868,-6.435,14.22577969,11.61012974,102052.5245,0.000140876,14.28878969,13.93315575,3.052680278,BishopRock,22-06-2023 00:00,04:07:53,22-06-2023,00:00:00,2023,4.131388889
ML1 Status,22-06-2023 03:51,-1.683493714,0,50.535,-5.034,12.3787666,9.463983467,101542.8044,1.89479E-06,98.59710622,40.69413533,311.7521133,Trevose,22-06-2023 00:00,03:51:32,22-06-2023,00:00:00,2023,3.858888889
Main Optic,22-06-2023 03:31,1.844416599,0,58.672,-3.377,8.413543497,4.201920999,101747.9077,0,117.0612717,58.28740683,280.3064487,Dunnet_Head,22-06-2023 00:00,03:31:34,22-06-2023,00:00:00,2023,3.526111111
Light,22-06-2023 03:05,-0.116393374,0,59.086,-4.407,10.49977787,4.663482723,102204.2775,5.75109E-07,9.994992667,9.994992667,0,Sule_Skerry,22-06-2023 00:00,03:05:22,22-06-2023,00:00:00,2023,3.089444444
Optic Main,22-06-2023 03:03,0.470098122,0,59.39,-2.382,9.670501118,5.245717062,102109.173,5.15337E-06,17.10417847,16.14174944,12.19764828,North_Ronaldsay,22-06-2023 00:00,03:03:07,22-06-2023,00:00:00,2023,3.051944444
Optic Main,22-06-2023 02:51,0.31535485,0,59.854,-1.276,9.583683636,4.905794867,101983.9635,2.50156E-06,86.13750472,37.30147606,312.6414948,Sumburgh_Head,22-06-2023 00:00,02:51:38,22-06-2023,00:00:00,2023,2.860555556
Main Optic,22-06-2023 02:38,0.260662244,0,60.741,-0.795,9.69395022,4.918708805,101926.1964,3.12023E-06,23.29475667,23.13635542,2.482145833,Balta_Sound,22-06-2023 00:00,02:38:57,22-06-2023,00:00:00,2023,2.649166667
Light,22-06-2023 02:30,-1.828452313,0,58.85,-3.014,9.643281911,4.497184043,101975.5808,0,42.52866075,26.13925678,117.8108294,Flotta_Grinds_Buoy,22-06-2023 00:00,02:30:13,22-06-2023,00:00:00,2023,2.503611111
Main optic,22-06-2023 02:25,-1.027967269,0,59.998,-1.159,9.58582619,4.998939391,101916.6582,3.68533E-06,10.159579,7.581226444,30.1040185,Mousa,22-06-2023 00:00,02:25:22,22-06-2023,00:00:00,2023,2.422777778
Light,22-06-2023 01:52,-5.173327856,0,59.122,-5.816,10.21480693,5.301785123,102179.0359,2.13495E-07,4.995062778,4.995062778,0,North_Rona,22-06-2023 00:00,01:52:47,22-06-2023,00:00:00,2023,1.879722222
Light,21-06-2023 22:58,-5.239911529,1,59.122,-5.816,10.53232388,5.170918007,102258.0836,3.55005E-06,0,0,0,North_Rona,21-06-2023 00:00,22:58:47,21-06-2023,00:00:00,2023,22.97972222
Main optic,21-06-2023 22:09,-1.942542298,1,59.998,-1.159,9.836143411,5.914367414,101871.9124,5.18325E-07,0,0,0,Mousa,21-06-2023 00:00,22:09:32,21-06-2023,00:00:00,2023,22.15888889
Main Optic,21-06-2023 22:07,-1.448898487,1,60.741,-0.795,10.00474498,5.974611015,101851.0398,3.31254E-06,0,0,0,Balta_Sound,21-06-2023 00:00,22:07:01,21-06-2023,00:00:00,2023,22.11694444
Light,21-06-2023 22:05,-1.779212839,1,59.086,-4.407,10.13374991,4.560995853,102271.3238,0,0,0,0,Sule_Skerry,21-06-2023 00:00,22:05:23,21-06-2023,00:00:00,2023,22.08972222
Optic Main,21-06-2023 21:54,-1.410177077,1,59.854,-1.276,9.835712528,5.642974114,101978.0845,1.69952E-06,0,0,0,Sumburgh_Head,21-06-2023 00:00,21:54:48,21-06-2023,00:00:00,2023,21.91333333
Light,21-06-2023 21:35,-0.685825591,1,58.85,-3.014,9.677105804,5.415044346,102006.7897,3.47491E-06,0,0,0,Flotta_Grinds_Buoy,21-06-2023 00:00,21:35:12,21-06-2023,00:00:00,2023,21.58666667
Main Optic,21-06-2023 21:26,-0.146558864,1,58.672,-3.377,9.604564172,5.635249742,101754.8953,1.14185E-06,0.21914725,0.21914725,0,Dunnet_Head,21-06-2023 00:00,21:26:03,21-06-2023,00:00:00,2023,21.43416667
Optic Main,21-06-2023 21:23,0.219709617,1,59.39,-2.382,10.10690763,6.618315262,102047.6906,3.18038E-06,0.40985825,0.40985825,0,North_Ronaldsay,21-06-2023 00:00,21:23:37,21-06-2023,00:00:00,2023,21.39361111
ML1 Status,21-06-2023 21:03,-2.547748285,1,50.535,-5.034,14.03666182,11.80841132,101304.7408,3.3489E-06,0,0,0,Trevose,21-06-2023 00:00,21:03:11,21-06-2023,00:00:00,2023,21.05305556
ML1 Status,21-06-2023 21:00,-2.204986341,1,49.868,-6.435,14.46616317,12.05738424,101842.5797,3.49708E-06,0,0,0,BishopRock,21-06-2023 00:00,21:00:49,21-06-2023,00:00:00,2023,21.01361111
ML1 Status,21-06-2023 20:54,-2.014975174,1,49.961,-5.203,14.14386596,11.23205156,101594.7203,5.13588E-06,0,0,0,Lizard,21-06-2023 00:00,20:54:04,21-06-2023,00:00:00,2023,20.90111111
ML1 Status,21-06-2023 20:51,-1.585207932,1,49.935,-5.801,14.63064703,12.20615326,101780.0302,2.43453E-06,0,0,0,WolfRock,21-06-2023 00:00,20:51:02,21-06-2023,00:00:00,2023,20.85055556
Main Status,21-06-2023 20:19,1.609214126,1,50.235,-5.401,14.17482643,11.54232172,101385.3838,3.50296E-05,2.465261667,2.465261667,0,Godrevy,21-06-2023 00:00,20:19:00,21-06-2023,00:00:00,2023,20.31666667
ML1 Status,21-06-2023 20:11,2.507445473,1,51.2,-4.202,14.33064177,11.49076332,101309.6472,1.93632E-05,1.9668395,1.9668395,0,BullPointPost,21-06-2023 00:00,20:11:06,21-06-2023,00:00:00,2023,20.185
ML1 Status,21-06-2023 08:23,36.28565316,0,49.868,-6.435,14.44366192,11.49474252,101125.9273,0.001040179,160.1144573,160.1144573,0,BishopRock,21-06-2023 00:00,08:23:53,21-06-2023,00:00:00,2023,8.398055556
ML1 Status,21-06-2023 07:54,31.99582308,0,49.935,-5.801,13.85963686,10.62268986,101062.4522,0.000451865,198.4967588,198.4967588,0,WolfRock,21-06-2023 00:00,07:54:39,21-06-2023,00:00:00,2023,7.910833333
Main Status,21-06-2023 07:30,28.33604893,0,50.235,-5.401,13.21130793,10.50398428,100787.8796,0.000557392,156.027972,156.027972,0,Godrevy,21-06-2023 00:00,07:30:09,21-06-2023,00:00:00,2023,7.5025
ML1 Status,21-06-2023 07:03,24.43008914,0,50.535,-5.034,12.90640407,10.38466089,100595.895,0.000738486,61.94168083,61.94168083,0,Trevose,21-06-2023 00:00,07:03:50,21-06-2023,00:00:00,2023,7.063888889
ML1 Status,21-06-2023 06:54,22.3992024,1,49.935,-5.801,14.09558626,11.34994839,100984.939,0.000552204,99.01620342,99.01620342,0,WolfRock,21-06-2023 00:00,06:54:37,21-06-2023,00:00:00,2023,6.910277778
ML1 Status,21-06-2023 05:34,10.19940366,0,49.935,-5.801,14.39084901,12.34906557,100910.2141,0.000868035,54.00191833,54.00191833,0,WolfRock,21-06-2023 00:00,05:34:38,21-06-2023,00:00:00,2023,5.577222222
ML1 Status,21-06-2023 04:55,4.769137325,1,49.935,-5.801,14.54480357,12.7078116,100853.7803,0.000960845,46.62201553,46.62201553,0,WolfRock,21-06-2023 00:00,04:55:47,21-06-2023,00:00:00,2023,4.929722222
ML1 Status,21-06-2023 04:51,4.195557676,0,49.935,-5.801,14.5577609,12.73540311,100847.5476,0.000953227,44.74859275,44.74859275,0,WolfRock,21-06-2023 00:00,04:51:27,21-06-2023,00:00:00,2023,4.8575
ML1 Status,21-06-2023 04:46,5.016265522,0,51.2,-4.202,12.97888542,8.38532241,100638.644,7.00954E-06,35.89769647,35.89769647,0,BullPointPost,21-06-2023 00:00,04:46:19,21-06-2023,00:00:00,2023,4.771944444
ML1 Status,21-06-2023 04:17,0.343189898,0,49.961,-5.203,14.81480826,13.24151931,100566.5948,0.000428505,10.73841333,10.73841333,0,Lizard,21-06-2023 00:00,04:17:14,21-06-2023,00:00:00,2023,4.287222222
Main Optic,21-06-2023 04:00,4.467826518,0,58.672,-3.377,8.931999062,6.126146121,101089.5905,4.65427E-05,41.09966847,36.34315272,48.70413392,Dunnet_Head,21-06-2023 00:00,04:00:23,21-06-2023,00:00:00,2023,4.006388889
Optic Main,21-06-2023 03:17,1.511388101,0,59.39,-2.382,9.658022857,6.989209482,101351.9387,1.67346E-06,26.29274092,24.93674758,8.676842417,North_Ronaldsay,21-06-2023 00:00,03:17:09,21-06-2023,00:00:00,2023,3.285833333
Light,21-06-2023 03:11,0.296264631,0,59.086,-4.407,9.87692776,6.374444937,101542.9447,5.5271E-05,12.04767614,11.96372033,1.231168722,Sule_Skerry,21-06-2023 00:00,03:11:23,21-06-2023,00:00:00,2023,3.189722222
Main Optic,21-06-2023 03:08,2.285899536,0,60.741,-0.795,9.591342263,7.776540332,101050.838,7.71014E-05,25.38934322,25.38814583,0.018730583,Balta_Sound,21-06-2023 00:00,03:08:41,21-06-2023,00:00:00,2023,3.144722222
Optic Main,21-06-2023 03:04,1.216491269,0,59.854,-1.276,9.63447296,7.599141221,101181.0532,7.20621E-06,26.84659689,20.09700667,56.27442489,Sumburgh_Head,21-06-2023 00:00,03:04:32,21-06-2023,00:00:00,2023,3.075555556
Main optic,21-06-2023 02:42,-0.132263892,0,59.998,-1.159,9.459053596,7.288287336,101129.3534,7.29358E-06,74.91778983,36.49908608,238.1416223,Mousa,21-06-2023 00:00,02:42:03,21-06-2023,00:00:00,2023,2.700833333
Light,21-06-2023 02:41,-1.295929357,0,58.85,-3.014,9.734005875,6.733808766,101278.2337,3.95556E-05,35.29118097,33.89541286,15.2847005,Flotta_Grinds_Buoy,21-06-2023 00:00,02:41:13,21-06-2023,00:00:00,2023,2.686944444
Light,21-06-2023 01:58,-4.736135132,0,59.122,-5.816,9.792109163,6.236956953,101598.8358,3.29161E-05,6.232604,6.232604,0,North_Rona,21-06-2023 00:00,01:58:48,21-06-2023,00:00:00,2023,1.98
Light,20-06-2023 23:16,-6.117411117,1,59.122,-5.816,10.12545864,6.297150116,101563.6666,2.87002E-05,0,0,0,North_Rona,20-06-2023 00:00,23:16:47,20-06-2023,00:00:00,2023,23.27972222
Main optic,20-06-2023 22:16,-2.221214657,1,59.998,-1.159,10.41675587,8.641601781,100970.3808,2.40283E-05,0,0,0,Mousa,20-06-2023 00:00,22:16:37,20-06-2023,00:00:00,2023,22.27694444
Light,20-06-2023 22:05,-1.787540013,1,59.086,-4.407,10.08733498,7.264502143,101475.6635,3.44175E-05,0,0,0,Sule_Skerry,20-06-2023 00:00,22:05:23,20-06-2023,00:00:00,2023,22.08972222
Optic Main,20-06-2023 22:00,-1.641320604,1,59.854,-1.276,10.47900393,8.851234824,101038.681,1.46089E-05,0,0,0,Sumburgh_Head,20-06-2023 00:00,22:00:04,20-06-2023,00:00:00,2023,22.00111111
Optic Main,20-06-2023 21:44,-0.998659461,1,59.39,-2.382,9.957138322,8.110289235,101246.6435,1.12319E-06,0,0,0,North_Ronaldsay,20-06-2023 00:00,21:44:21,20-06-2023,00:00:00,2023,21.73916667
Light,20-06-2023 21:42,-1.092252903,1,58.85,-3.014,9.755536094,7.689176765,101190.7996,5.11117E-07,0,0,0,Flotta_Grinds_Buoy,20-06-2023 00:00,21:42:24,20-06-2023,00:00:00,2023,21.70666667
Main Optic,20-06-2023 21:27,-0.280443832,1,58.672,-3.377,9.786303686,7.698937117,100965.8988,2.83671E-07,0.193736111,0.193736111,0,Dunnet_Head,20-06-2023 00:00,21:27:56,20-06-2023,00:00:00,2023,21.46555556
Main Optic,20-06-2023 21:20,0.950641737,1,60.741,-0.795,10.56168739,6.49440968,100999.0777,8.04828E-08,1.001727667,1.001727667,0,Balta_Sound,20-06-2023 00:00,21:20:04,20-06-2023,00:00:00,2023,21.33444444
ML1 Status,20-06-2023 20:50,-1.512617962,1,50.535,-5.034,14.74980341,13.25956776,100342.3305,0.000155315,0,0,0,Trevose,20-06-2023 00:00,20:50:19,20-06-2023,00:00:00,2023,20.83861111
ML1 Status,20-06-2023 20:44,-1.263666211,1,49.961,-5.203,15.28272878,13.68645174,100565.0854,5.09108E-06,0,0,0,Lizard,20-06-2023 00:00,20:44:38,20-06-2023,00:00:00,2023,20.74388889
ML1 Status,20-06-2023 20:44,-0.828820884,1,49.868,-6.435,15.10951448,13.92874833,100819.4999,6.80547E-05,0,0,0,BishopRock,20-06-2023 00:00,20:44:10,20-06-2023,00:00:00,2023,20.73611111
ML1 Status,20-06-2023 20:39,-0.61355728,1,49.935,-5.801,15.19635275,13.77767381,100720.7158,0.000113448,0,0,0,WolfRock,20-06-2023 00:00,20:39:40,20-06-2023,00:00:00,2023,20.66111111
ML1 Status,20-06-2023 20:37,-0.381611207,1,51.2,-4.202,14.72416463,12.15994916,100482.688,7.72522E-05,0,0,0,BullPointPost,20-06-2023 00:00,20:37:38,20-06-2023,00:00:00,2023,20.62722222
Main Status,20-06-2023 19:52,4.99065957,1,50.235,-5.401,15.44028791,13.42857865,100434.1048,6.84523E-05,0.336226667,0.336226667,0,Godrevy,20-06-2023 00:00,19:52:00,20-06-2023,00:00:00,2023,19.86666667
Optic Main,20-06-2023 18:39,16.20631257,0,59.854,-1.276,10.6731659,8.100300259,101029.876,9.88329E-06,25.330454,25.330454,0,Sumburgh_Head,20-06-2023 00:00,18:39:36,20-06-2023,00:00:00,2023,18.66
ML1 Status,20-06-2023 18:26,16.61053853,1,50.184,-4.268,15.65009666,13.47473475,100398.9762,4.38644E-05,71.96613333,71.96613333,0,Eddystone,20-06-2023 00:00,18:26:40,20-06-2023,00:00:00,2023,18.44444444
Optic Main,20-06-2023 18:10,19.65656213,1,59.854,-1.276,10.58443241,7.319031002,101029.9126,2.2658E-06,60.68138717,60.68138717,0,Sumburgh_Head,20-06-2023 00:00,18:10:54,20-06-2023,00:00:00,2023,18.18166667
ML1 Status,20-06-2023 16:57,30.65497499,0,50.184,-4.268,15.69293105,13.45421101,100402.998,9.42308E-08,106.6617586,103.2013018,7.563504861,Eddystone,20-06-2023 00:00,16:57:25,20-06-2023,00:00:00,2023,16.95694444
ML1 Status,20-06-2023 11:43,62.24262597,0,49.868,-6.435,15.3136673,13.63362628,100652.6397,4.21856E-06,340.8772896,304.5748593,40.67228681,BishopRock,20-06-2023 00:00,11:43:55,20-06-2023,00:00:00,2023,11.73194444
ML1 Status,20-06-2023 10:23,54.27566793,1,49.868,-6.435,15.16239657,13.33836976,100587.7982,3.91475E-05,355.9571819,334.5453986,24.33036653,BishopRock,20-06-2023 00:00,10:23:55,20-06-2023,00:00:00,2023,10.39861111
Main Optic,20-06-2023 05:21,13.30673675,0,58.672,-3.377,10.80906826,8.406736894,100858.8663,7.6229E-07,36.441907,36.441907,0,Dunnet_Head,20-06-2023 00:00,05:21:27,20-06-2023,00:00:00,2023,5.3575
Main Status,20-06-2023 04:54,4.924608652,0,50.235,-5.401,14.03993487,12.66942595,100262.2408,7.39921E-05,51.48918,51.48918,0,Godrevy,20-06-2023 00:00,04:54:00,20-06-2023,00:00:00,2023,4.9
ML1 Status,20-06-2023 04:35,3.662317123,0,51.2,-4.202,13.99257766,12.97259227,100241.1488,6.22721E-05,45.78177422,45.78177422,0,BullPointPost,20-06-2023 00:00,04:35:28,20-06-2023,00:00:00,2023,4.591111111
ML1 Status,20-06-2023 04:20,0.394596303,0,49.935,-5.801,14.5168563,12.14920954,100464.9426,9.02511E-05,21.2217,21.0015,2.486333333,WolfRock,20-06-2023 00:00,04:20:00,20-06-2023,00:00:00,2023,4.333333333
ML1 Status,20-06-2023 04:17,0.820534424,0,50.535,-5.034,13.62693467,12.26083345,100094.1984,2.75814E-06,14.04263869,14.04263869,0,Trevose,20-06-2023 00:00,04:17:53,20-06-2023,00:00:00,2023,4.298055556
ML1 Status,20-06-2023 04:09,-0.39816497,0,49.961,-5.203,14.56696214,12.48070074,100334.7302,4.30971E-05,19.89652733,17.29861267,12.03882633,Lizard,20-06-2023 00:00,04:09:48,20-06-2023,00:00:00,2023,4.163333333
ML1 Status,20-06-2023 04:04,-1.377676796,0,49.868,-6.435,14.65406709,11.71665321,100492.855,9.87475E-05,10.16065,10.16065,0,BishopRock,20-06-2023 00:00,04:04:19,20-06-2023,00:00:00,2023,4.071944444
Light,20-06-2023 03:53,3.703943711,0,59.086,-4.407,11.00559746,9.118631915,101255.3933,0.000339216,24.15973633,24.15973633,0,Sule_Skerry,20-06-2023 00:00,03:53:23,20-06-2023,00:00:00,2023,3.889722222
Optic Main,20-06-2023 03:39,3.399319409,0,59.39,-2.382,10.46996059,6.745401312,101390.1813,0,18.63920822,18.63920822,0,North_Ronaldsay,20-06-2023 00:00,03:39:41,20-06-2023,00:00:00,2023,3.661388889
Light,20-06-2023 03:17,0.97385168,0,58.85,-3.014,10.47840801,7.643165794,101154.6538,0,13.08433717,13.05618244,0.376845611,Flotta_Grinds_Buoy,20-06-2023 00:00,03:17:14,20-06-2023,00:00:00,2023,3.287222222
Optic Main,20-06-2023 02:49,0.211000819,0,59.854,-1.276,10.01092703,6.118456802,101438.6538,0,80.11504428,39.58977206,249.6621948,Sumburgh_Head,20-06-2023 00:00,02:49:34,20-06-2023,00:00:00,2023,2.826111111
Main Optic,20-06-2023 02:46,0.732728287,0,60.741,-0.795,9.924575341,4.990718189,101491.7476,0,56.93722711,46.02728472,77.07617783,Balta_Sound,20-06-2023 00:00,02:46:14,20-06-2023,00:00:00,2023,2.770555556
Light,20-06-2023 02:28,-2.203749863,0,59.122,-5.816,11.37981819,9.861351578,101227.6436,8.57555E-05,2.677164389,2.677164389,0,North_Rona,20-06-2023 00:00,02:28:49,20-06-2023,00:00:00,2023,2.480277778
Main optic,20-06-2023 02:20,-1.250752778,0,59.998,-1.159,9.929899527,6.057706513,101435.2639,0,7.3640685,6.3178635,11.566947,Mousa,20-06-2023 00:00,02:20:06,20-06-2023,00:00:00,2023,2.335
Light,19-06-2023 22:52,-4.880341342,1,59.122,-5.816,11.46958552,9.744706047,101314.8822,0.000144728,0,0,0,North_Rona,19-06-2023 00:00,22:52:48,19-06-2023,00:00:00,2023,22.88
Main optic,19-06-2023 22:05,-1.79606633,1,59.998,-1.159,10.13920927,6.346617355,101514.5551,0,0,0,0,Mousa,19-06-2023 00:00,22:05:17,19-06-2023,00:00:00,2023,22.08805556
Light,19-06-2023 21:59,-1.529252781,1,59.086,-4.407,11.1680696,8.338977953,101396.9176,0,0,0,0,Sule_Skerry,19-06-2023 00:00,21:59:23,19-06-2023,00:00:00,2023,21.98972222
Main Optic,19-06-2023 21:54,-0.975341942,1,60.741,-0.795,9.977244291,5.528605532,101591.8859,0,0,0,0,Balta_Sound,19-06-2023 00:00,21:54:58,19-06-2023,00:00:00,2023,21.91611111
Optic Main,19-06-2023 21:44,-0.966960126,1,59.854,-1.276,10.23545303,6.43158978,101556.1463,0,0,0,0,Sumburgh_Head,19-06-2023 00:00,21:44:43,19-06-2023,00:00:00,2023,21.74527778
Light,19-06-2023 21:24,-0.039534679,1,58.85,-3.014,10.50809481,7.430287802,101345.6973,0,0.185271333,0.185271333,0,Flotta_Grinds_Buoy,19-06-2023 00:00,21:24:14,19-06-2023,00:00:00,2023,21.40388889
Optic Main,19-06-2023 21:05,1.487167183,1,59.39,-2.382,10.54598019,6.297899856,101593.0243,0,0.476730778,0.476730778,0,North_Ronaldsay,19-06-2023 00:00,21:05:26,19-06-2023,00:00:00,2023,21.09055556
ML1 Status,19-06-2023 20:43,-0.963609918,1,49.935,-5.801,14.41622878,12.79388075,100700.6995,0.000589893,0,0,0,WolfRock,19-06-2023 00:00,20:43:14,19-06-2023,00:00:00,2023,20.72055556
