TAGNAME,TIME,SUNANGLE,VALUE,Latitude,Longitude,Temp 2m,Dewpoint 2m,Pressure,Precipitation,GHI,DHI,BNI,Location,Date,Time,Date.1,Timestamp,Year,hours
ML1 Status,03-06-2023 20:53,-2.687177419,1,50.535,-5.034,10.68024561,7.152331828,101785.6915,0,0,0,0,Trevose,03-06-2023 00:00,20:53:01,03-06-2023,00:00:00,2023,20.88361111
ML1 Status,03-06-2023 20:51,-2.399655697,1,49.868,-6.435,12.99993491,8.533538292,102271.4558,4.2934E-07,0,0,0,BishopRock,03-06-2023 00:00,20:51:54,03-06-2023,00:00:00,2023,20.865
ML1 Status,03-06-2023 20:43,-2.095736184,1,49.961,-5.203,11.92750003,7.495939281,102099.5597,0,0,0,0,Lizard,03-06-2023 00:00,20:43:59,03-06-2023,00:00:00,2023,20.73305556
ML1 Status,03-06-2023 20:43,-1.821100254,1,51.2,-4.202,11.70924327,7.866777629,101826.751,0,0,0,0,BullPointPost,03-06-2023 00:00,20:43:42,03-06-2023,00:00:00,2023,20.72833333
ML1 Status,03-06-2023 20:42,-1.753827587,1,49.935,-5.801,12.88407016,8.238461149,102226.5294,0,0,0,0,WolfRock,03-06-2023 00:00,20:42:11,03-06-2023,00:00:00,2023,20.70305556
Main Status,03-06-2023 20:18,0.546067754,1,50.235,-5.401,12.40525971,8.003422894,101885.0987,0,0.99736,0.99736,0,Godrevy,03-06-2023 00:00,20:18:00,03-06-2023,00:00:00,2023,20.3
Main Status,03-06-2023 05:02,5.609755173,0,50.235,-5.401,12.29830481,9.554862577,101370.8049,7.86586E-06,103.79291,48.98214,298.0022333,Godrevy,03-06-2023 00:00,05:02:00,03-06-2023,00:00:00,2023,5.033333333
ML1 Status,03-06-2023 04:44,4.317797998,0,51.2,-4.202,11.99245255,9.694438912,101276.4552,5.03427E-05,60.97383358,60.97383358,0,BullPointPost,03-06-2023 00:00,04:44:01,03-06-2023,00:00:00,2023,4.733611111
Main Optic,03-06-2023 04:24,6.292774517,0,58.672,-3.377,9.401273479,8.17315709,101527.5531,0,49.54712361,47.77765433,17.47008783,Dunnet_Head,03-06-2023 00:00,04:24:14,03-06-2023,00:00:00,2023,4.403888889
ML1 Status,03-06-2023 04:14,0.069328828,0,50.535,-5.034,12.20811624,9.764506852,101167.5755,9.64408E-06,25.24723044,20.95906486,19.58192892,Trevose,03-06-2023 00:00,04:14:49,03-06-2023,00:00:00,2023,4.246944444
ML1 Status,03-06-2023 04:09,-1.051395778,0,49.935,-5.801,12.34086484,9.82931512,101610.8517,1.34062E-05,16.15066261,15.02910378,8.878418611,WolfRock,03-06-2023 00:00,04:09:22,03-06-2023,00:00:00,2023,4.156111111
ML1 Status,03-06-2023 04:04,-1.730791173,0,49.868,-6.435,12.43419826,9.643876584,101651.0205,1.36787E-06,12.13848994,9.805825056,15.54832489,BishopRock,03-06-2023 00:00,04:04:22,03-06-2023,00:00:00,2023,4.072777778
ML1 Status,03-06-2023 04:04,-1.295000024,0,49.961,-5.203,12.36001299,10.06514762,101484.0634,1.24097E-07,16.13313311,11.87703867,27.06105156,Lizard,03-06-2023 00:00,04:04:08,03-06-2023,00:00:00,2023,4.068888889
Light,03-06-2023 03:11,-0.302564067,0,59.086,-4.407,10.37657893,8.880665517,101887.0018,0,14.0736985,13.23280075,8.1945325,Sule_Skerry,03-06-2023 00:00,03:11:33,03-06-2023,00:00:00,2023,3.1925
Optic Main,03-06-2023 03:08,0.2534033,0,59.39,-2.382,10.18223344,8.896394476,102136.7065,0,17.48937947,16.13702161,11.9218615,North_Ronaldsay,03-06-2023 00:00,03:08:49,03-06-2023,00:00:00,2023,3.146944444
Optic Main,03-06-2023 02:57,0.092310974,0,59.854,-1.276,10.60129769,8.917065223,102204.6432,0,77.13425333,45.11504444,208.6074478,Sumburgh_Head,03-06-2023 00:00,02:57:44,03-06-2023,00:00:00,2023,2.962222222
Main Optic,03-06-2023 02:55,0.649772117,0,60.741,-0.795,10.78856202,8.635745122,102290.5045,0,74.2621365,52.02330683,131.7591707,Balta_Sound,03-06-2023 00:00,02:55:27,03-06-2023,00:00:00,2023,2.924166667
Light,03-06-2023 02:41,-1.831706898,0,58.85,-3.014,9.656355898,8.597077017,101842.4335,0,40.84823425,35.08802675,39.57463114,Flotta_Grinds_Buoy,03-06-2023 00:00,02:41:23,03-06-2023,00:00:00,2023,2.689722222
Main optic,03-06-2023 02:17,-1.960248283,0,59.998,-1.159,10.80604698,9.04275934,102192.5444,0,4.552459694,4.157911083,4.727696667,Mousa,03-06-2023 00:00,02:17:13,03-06-2023,00:00:00,2023,2.286944444
Light,03-06-2023 01:58,-5.956638283,0,59.122,-5.816,11.48308549,9.513228414,101694.0052,0,3.214273,3.214273,0,North_Rona,03-06-2023 00:00,01:58:58,03-06-2023,00:00:00,2023,1.982777778
Light,02-06-2023 22:22,-4.354394578,1,59.122,-5.816,12.26938229,10.0027412,101750.3687,0,0,0,0,North_Rona,02-06-2023 00:00,22:22:58,02-06-2023,00:00:00,2023,22.38277778
Main optic,02-06-2023 22:12,-3.460308516,1,59.998,-1.159,10.77383998,8.584509312,102277.9296,0,0,0,0,Mousa,02-06-2023 00:00,22:12:32,02-06-2023,00:00:00,2023,22.20888889
Optic Main,02-06-2023 21:57,-2.456783185,1,59.854,-1.276,10.59667529,8.654055027,102319.3043,0,0,0,0,Sumburgh_Head,02-06-2023 00:00,21:57:16,02-06-2023,00:00:00,2023,21.95444444
Optic Main,02-06-2023 21:41,-1.781712154,1,59.39,-2.382,10.17913862,8.427448206,102190.5574,0,0,0,0,North_Ronaldsay,02-06-2023 00:00,21:41:17,02-06-2023,00:00:00,2023,21.68805556
Main Optic,02-06-2023 21:39,-1.196727689,1,60.741,-0.795,10.85052628,8.675146695,102421.9547,0,0,0,0,Balta_Sound,02-06-2023 00:00,21:39:08,02-06-2023,00:00:00,2023,21.65222222
Light,02-06-2023 21:17,-0.16663934,1,59.086,-4.407,11.21439965,9.472191294,101926.2936,0,0.00955125,0.00955125,0,Sule_Skerry,02-06-2023 00:00,21:17:33,02-06-2023,00:00:00,2023,21.2925
Light,02-06-2023 21:12,-0.350368988,1,58.85,-3.014,10.04131215,8.634120561,101876.7393,0,0,0,0,Flotta_Grinds_Buoy,02-06-2023 00:00,21:12:34,02-06-2023,00:00:00,2023,21.20944444
ML1 Status,02-06-2023 20:39,-1.593721122,1,50.535,-5.034,13.41455555,12.12764331,100950.7828,1.46267E-07,0,0,0,Trevose,02-06-2023 00:00,20:39:24,02-06-2023,00:00:00,2023,20.65666667
ML1 Status,02-06-2023 20:34,-0.999349417,1,49.868,-6.435,12.74149239,11.32861782,101425.9199,2.36825E-06,0,0,0,BishopRock,02-06-2023 00:00,20:34:38,02-06-2023,00:00:00,2023,20.57722222
ML1 Status,02-06-2023 20:34,-1.361284022,1,49.961,-5.203,12.84439944,11.68957213,101280.4596,0,0,0,0,Lizard,02-06-2023 00:00,20:34:12,02-06-2023,00:00:00,2023,20.57
Main Optic,02-06-2023 20:22,3.834275673,1,58.672,-3.377,10.82781886,8.941008227,101558.0782,0,10.45598878,10.45598878,0,Dunnet_Head,02-06-2023 00:00,20:22:46,02-06-2023,00:00:00,2023,20.37944444
ML1 Status,02-06-2023 20:14,0.907361069,1,49.935,-5.801,12.86875876,11.91884331,101297.5601,0,0.636094222,0.636094222,0,WolfRock,02-06-2023 00:00,20:14:08,02-06-2023,00:00:00,2023,20.23555556
Main Status,02-06-2023 19:40,5.221034593,1,50.235,-5.401,13.33654907,12.07001388,101031.0689,0,0.228366667,0.228366667,0,Godrevy,02-06-2023 00:00,19:40:00,02-06-2023,00:00:00,2023,19.66666667
ML1 Status,02-06-2023 19:27,6.742387514,1,51.2,-4.202,14.62450538,13.52605255,100770.8937,0.000109557,13.25439483,13.25439483,0,BullPointPost,02-06-2023 00:00,19:27:21,02-06-2023,00:00:00,2023,19.45583333
ML1 Status,02-06-2023 14:53,49.09208027,0,49.961,-5.203,15.19631171,13.38360127,100897.7307,0,285.8677659,212.2552354,116.2655187,Lizard,02-06-2023 00:00,14:53:07,02-06-2023,00:00:00,2023,14.88527778
ML1 Status,02-06-2023 14:13,54.59580572,0,49.935,-5.801,13.50136529,12.51129364,100989.2389,0,481.457234,308.0625116,222.90644,WolfRock,02-06-2023 00:00,14:13:59,02-06-2023,00:00:00,2023,14.23305556
ML1 Status,02-06-2023 13:33,58.86146376,1,49.935,-5.801,13.47810259,12.48646907,101004.4913,0,444.5072181,311.6735333,175.1662899,WolfRock,02-06-2023 00:00,13:33:58,02-06-2023,00:00:00,2023,13.56611111
ML1 Status,02-06-2023 12:38,62.03501554,1,49.961,-5.203,15.1665914,13.58629794,100846.2249,3.45376E-07,503.839598,358.960807,176.9593915,Lizard,02-06-2023 00:00,12:38:42,02-06-2023,00:00:00,2023,12.645
ML1 Status,02-06-2023 12:33,62.21257314,0,49.935,-5.801,13.54166546,12.5397318,100970.6298,0,496.6733117,336.8078567,197.919962,WolfRock,02-06-2023 00:00,12:33:57,02-06-2023,00:00:00,2023,12.56583333
ML1 Status,02-06-2023 11:43,61.29927439,0,49.868,-6.435,13.77549171,12.45903472,100995.1152,0,636.4350438,387.8225804,286.1613327,BishopRock,02-06-2023 00:00,11:43:58,02-06-2023,00:00:00,2023,11.73277778
ML1 Status,02-06-2023 11:14,59.32874432,1,49.935,-5.801,13.49594079,12.51144502,100866.2366,5.53329E-07,549.0658067,374.4362767,199.1205467,WolfRock,02-06-2023 00:00,11:14:00,02-06-2023,00:00:00,2023,11.23333333
ML1 Status,02-06-2023 10:03,51.12319753,1,49.868,-6.435,13.25161418,12.02392973,100905.8198,7.94865E-07,375.9780255,355.0431353,24.81967033,BishopRock,02-06-2023 00:00,10:03:57,02-06-2023,00:00:00,2023,10.06583333
Main Status,02-06-2023 06:33,19.02817449,0,50.235,-5.401,14.51421602,12.49155558,100497.3116,0.001573759,384.3896,198.93875,312.2532,Godrevy,02-06-2023 00:00,06:33:00,02-06-2023,00:00:00,2023,6.55
ML1 Status,02-06-2023 05:01,5.063876209,0,49.935,-5.801,13.47015883,11.40201214,100767.3025,0.000198646,25.084404,25.083516,0.002304,WolfRock,02-06-2023 00:00,05:01:12,02-06-2023,00:00:00,2023,5.02
ML1 Status,02-06-2023 04:32,1.643486201,0,49.961,-5.203,13.66296017,11.88453441,100621.3527,0.000856772,47.38792775,47.36557675,0.05669125,Lizard,02-06-2023 00:00,04:32:33,02-06-2023,00:00:00,2023,4.5425
ML1 Status,02-06-2023 04:31,0.9129408,0,49.868,-6.435,13.34888847,11.48637822,100829.084,0.000653708,61.77417911,61.77417911,0,BishopRock,02-06-2023 00:00,04:31:44,02-06-2023,00:00:00,2023,4.528888889
ML1 Status,02-06-2023 04:13,-0.173593473,0,50.535,-5.034,14.86710001,10.79152853,100376.9613,0.000306616,15.40433767,15.40433767,0,Trevose,02-06-2023 00:00,04:13:08,02-06-2023,00:00:00,2023,4.218888889
ML1 Status,02-06-2023 04:11,0.359412051,0,51.2,-4.202,14.17709826,9.753131647,100519.7045,1.875E-05,27.988887,23.3771175,23.1092745,BullPointPost,02-06-2023 00:00,04:11:42,02-06-2023,00:00:00,2023,4.195
Main Optic,02-06-2023 03:54,3.231469431,0,58.672,-3.377,9.686987184,8.015014119,101475.2068,0,57.56543778,57.0560375,2.399514444,Dunnet_Head,02-06-2023 00:00,03:54:50,02-06-2023,00:00:00,2023,3.913888889
Optic Main,02-06-2023 03:41,2.829691237,0,59.39,-2.382,9.652414849,8.132955212,102036.9191,0,22.516968,22.4489835,0.8464665,North_Ronaldsay,02-06-2023 00:00,03:41:42,02-06-2023,00:00:00,2023,3.695
Light,02-06-2023 03:41,1.910475841,0,59.086,-4.407,10.32234538,8.816670986,101856.6761,0,39.2413695,39.2413695,0,Sule_Skerry,02-06-2023 00:00,03:41:34,02-06-2023,00:00:00,2023,3.692777778
Optic Main,02-06-2023 03:32,2.683382395,0,59.854,-1.276,9.32932768,8.10991266,102126.2312,0,34.35698928,31.08894672,13.40292147,Sumburgh_Head,02-06-2023 00:00,03:32:17,02-06-2023,00:00:00,2023,3.538055556
Light,02-06-2023 03:23,0.722908876,0,58.85,-3.014,9.696656912,8.225595248,101739.7255,0,16.93586569,15.83180792,12.72550708,Flotta_Grinds_Buoy,02-06-2023 00:00,03:23:25,02-06-2023,00:00:00,2023,3.390277778
Main optic,02-06-2023 03:02,0.434329035,0,59.998,-1.159,9.275348838,8.11789379,102071.9747,0,16.28427367,14.37091733,23.92000433,Mousa,02-06-2023 00:00,03:02:12,02-06-2023,00:00:00,2023,3.036666667
Light,02-06-2023 02:40,-2.328522265,0,59.122,-5.816,10.35257627,9.028624185,101801.397,0,14.95348867,14.95348867,0,North_Rona,02-06-2023 00:00,02:40:59,02-06-2023,00:00:00,2023,2.683055556
Light,02-06-2023 02:16,-4.828039596,1,59.122,-5.816,10.43600649,8.941182533,101853.028,8.5054E-07,0.757787889,0.757787889,0,North_Rona,02-06-2023 00:00,02:16:58,02-06-2023,00:00:00,2023,2.282777778
Main Optic,02-06-2023 02:16,-1.565117998,0,60.741,-0.795,9.293592209,8.162129823,102159.7335,0,5.100287083,4.789902361,4.254675278,Balta_Sound,02-06-2023 00:00,02:16:35,02-06-2023,00:00:00,2023,2.276388889
Light,02-06-2023 02:10,-5.318834364,0,59.122,-5.816,10.44148955,8.930626859,101855.0816,9.68799E-07,0.490552278,0.490552278,0,North_Rona,02-06-2023 00:00,02:10:59,02-06-2023,00:00:00,2023,2.183055556
Light,01-06-2023 21:52,-1.924546244,1,59.122,-5.816,10.38849422,7.925123713,101981.534,5.4662E-05,0,0,0,North_Rona,01-06-2023 00:00,21:52:59,01-06-2023,00:00:00,2023,21.88305556
Main Optic,01-06-2023 21:33,-1.031242985,1,60.741,-0.795,9.354023863,8.055156003,102139.6712,0,0,0,0,Balta_Sound,01-06-2023 00:00,21:33:42,01-06-2023,00:00:00,2023,21.56166667
Main optic,01-06-2023 21:30,-1.2549955,1,59.998,-1.159,9.298369943,7.84355743,102038.5254,0,0,0,0,Mousa,01-06-2023 00:00,21:30:49,01-06-2023,00:00:00,2023,21.51361111
Light,01-06-2023 21:29,-1.016280602,1,59.086,-4.407,10.44777712,8.861307242,101985.7912,8.83578E-05,0,0,0,Sule_Skerry,01-06-2023 00:00,21:29:34,01-06-2023,00:00:00,2023,21.49277778
Light,01-06-2023 21:29,-1.447621669,1,58.85,-3.014,9.699722737,7.797720266,101738.6894,6.56048E-08,0,0,0,Flotta_Grinds_Buoy,01-06-2023 00:00,21:29:24,01-06-2023,00:00:00,2023,21.49
Optic Main,01-06-2023 21:20,-0.778750635,1,59.39,-2.382,9.55230094,7.635306293,101997.9941,0,0,0,0,North_Ronaldsay,01-06-2023 00:00,21:20:25,01-06-2023,00:00:00,2023,21.34027778
Optic Main,01-06-2023 21:20,-0.751171985,1,59.854,-1.276,9.345118509,7.722270256,102058.4285,0,0,0,0,Sumburgh_Head,01-06-2023 00:00,21:20:17,01-06-2023,00:00:00,2023,21.33805556
Main Optic,01-06-2023 20:55,0.761027681,1,58.672,-3.377,9.870435672,8.206041781,101475.3571,1.38394E-07,0,0,0,Dunnet_Head,01-06-2023 00:00,20:55:47,01-06-2023,00:00:00,2023,20.92972222
ML1 Status,01-06-2023 20:44,-2.102180895,1,50.535,-5.034,15.62000462,8.262590351,100578.9827,0,0,0,0,Trevose,01-06-2023 00:00,20:44:33,01-06-2023,00:00:00,2023,20.7425
ML1 Status,01-06-2023 20:39,-1.666788458,1,51.2,-4.202,14.93619983,9.95671218,100722.2151,0,0,0,0,BullPointPost,01-06-2023 00:00,20:39:35,01-06-2023,00:00:00,2023,20.65972222
ML1 Status,01-06-2023 20:37,-1.720479828,1,49.961,-5.203,14.43502546,9.9962242,100801.3369,0,0,0,0,Lizard,01-06-2023 00:00,20:37:25,01-06-2023,00:00:00,2023,20.62361111
ML1 Status,01-06-2023 20:30,-0.686596068,1,49.868,-6.435,14.18581033,10.99921237,100975.3969,0,0,0,0,BishopRock,01-06-2023 00:00,20:30:18,01-06-2023,00:00:00,2023,20.505
ML1 Status,01-06-2023 20:23,-0.227140636,1,49.935,-5.801,14.55348757,10.91724653,100904.2744,0,0.473682028,0.473682028,0,WolfRock,01-06-2023 00:00,20:23:29,01-06-2023,00:00:00,2023,20.39138889
Main Status,01-06-2023 19:56,2.978810488,1,50.235,-5.401,15.37282307,9.642936554,100676.9616,0,0.047473333,0.047473333,0,Godrevy,01-06-2023 00:00,19:56:00,01-06-2023,00:00:00,2023,19.93333333
ML1 Status,01-06-2023 19:09,8.64191819,1,50.184,-4.268,15.38622768,9.967586766,100722.9145,0,39.4141295,27.32747158,86.70403408,Eddystone,01-06-2023 00:00,19:09:57,01-06-2023,00:00:00,2023,19.16583333
ML1 Status,01-06-2023 17:24,24.81317566,0,50.184,-4.268,15.70877056,10.12971871,100766.1834,0,273.9069026,72.76822039,558.413729,Eddystone,01-06-2023 00:00,17:24:26,01-06-2023,00:00:00,2023,17.40722222
Main Status,01-06-2023 04:44,3.049754382,0,50.235,-5.401,13.08669529,10.64660108,100917.274,0,203.8015733,63.75170667,473.5996067,Godrevy,01-06-2023 00:00,04:44:00,01-06-2023,00:00:00,2023,4.733333333
ML1 Status,01-06-2023 04:12,0.317281977,0,51.2,-4.202,12.93515427,10.00127438,100959.3187,0,27.51480778,26.71579633,8.463601444,BullPointPost,01-06-2023 00:00,04:12:02,01-06-2023,00:00:00,2023,4.200555556
ML1 Status,01-06-2023 04:08,-1.289564474,0,49.935,-5.801,12.74752354,10.43137507,101178.1934,0,18.836623,12.237323,40.5868485,WolfRock,01-06-2023 00:00,04:08:06,01-06-2023,00:00:00,2023,4.135
ML1 Status,01-06-2023 04:04,-1.813064537,0,49.868,-6.435,12.83555663,10.73804629,101236.5441,0,12.74559444,8.899212222,24.14244667,BishopRock,01-06-2023 00:00,04:04:50,01-06-2023,00:00:00,2023,4.080555556
ML1 Status,01-06-2023 03:56,-2.092554383,0,49.961,-5.203,12.47521213,10.66802743,101036.226,0,87.56654822,50.83211511,215.0304936,Lizard,01-06-2023 00:00,03:56:08,01-06-2023,00:00:00,2023,3.935555556
ML1 Status,01-06-2023 03:53,-2.022475362,0,50.535,-5.034,12.39565933,9.816429907,100807.0864,0,92.6717115,43.957821,267.5053885,Trevose,01-06-2023 00:00,03:53:06,01-06-2023,00:00:00,2023,3.885
Main Optic,01-06-2023 03:38,1.653832764,0,58.672,-3.377,11.0684813,8.5819687,101169.521,0,112.7166251,62.72481233,216.104235,Dunnet_Head,01-06-2023 00:00,03:38:38,01-06-2023,00:00:00,2023,3.643888889
Main Optic,01-06-2023 03:30,3.128888314,0,60.741,-0.795,9.15720692,7.667196062,101863.8838,1.3869E-06,90.26415056,40.810397,170.8779368,Balta_Sound,01-06-2023 00:00,03:30:04,01-06-2023,00:00:00,2023,3.501111111
Optic Main,01-06-2023 03:12,0.356820181,0,59.39,-2.382,9.790246576,7.836136724,101702.5488,0,17.42645556,17.06843333,4.148076,North_Ronaldsay,01-06-2023 00:00,03:12:46,01-06-2023,00:00:00,2023,3.212777778
Light,01-06-2023 03:11,-0.469062654,0,59.086,-4.407,11.93433213,8.957084431,101484.3938,0,15.64144889,10.22276556,42.65018083,Sule_Skerry,01-06-2023 00:00,03:11:35,01-06-2023,00:00:00,2023,3.193055556
Optic Main,01-06-2023 03:02,0.234220687,0,59.854,-1.276,9.282080949,7.593424892,101823.6594,1.92896E-07,16.48120089,14.19333156,24.52286344,Sumburgh_Head,01-06-2023 00:00,03:02:28,01-06-2023,00:00:00,2023,3.041111111
Light,01-06-2023 02:35,-2.28231881,0,58.85,-3.014,9.911649851,8.290845154,101441.0765,0,35.54421,28.03984458,60.45767667,Flotta_Grinds_Buoy,01-06-2023 00:00,02:35:35,01-06-2023,00:00:00,2023,2.593055556
Main optic,01-06-2023 02:34,-1.293735052,0,59.998,-1.159,9.329200817,7.66978629,101772.2146,3.53584E-07,49.59946992,34.37401422,109.5236362,Mousa,01-06-2023 00:00,02:34:49,01-06-2023,00:00:00,2023,2.580277778
Light,01-06-2023 01:47,-6.84519979,0,59.122,-5.816,12.70035411,9.443392999,101321.4622,0,2.10466,2.10466,0,North_Rona,01-06-2023 00:00,01:47:00,01-06-2023,00:00:00,2023,1.783333333
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
